id	en_sentence	ta_sentence	offense_label	en_pos	en_dep	ta_pos	ta_dep
162	We don't need your input	உன் கருத்து எங்களுக்கு தேவையில்லை	disrespect_dismissive	PRON DET VERB NOUN ADJ	nsubj amod root cop compound	VERB VERB DET DET	root nsubj amod obj
163	Lovely, exactly what we needed	சூப்பர், நமக்குத் தேவைப்பட்டதே	sarcasm	ADJ ADV NOUN PRON INTJ	amod advmod det nsubj amod	ADV PART ADJ	case amod amod
164	Your work is excellent	உங்கள் வேலை சிறப்பாக உள்ளது	non_offensive	NOUN ADJ AUX PRON	nsubj compound aux root	PRON VERB ADV VERB	obj nsubj advmod root
165	You always mess things up	நீ எப்போதும் விஷயங்களை கெடுப்பாய்	harassment_bullying	PRON ADV AUX ADP PRON	nsubj advmod compound case advmod	PRON VERB NOUN ADP	obj nsubj nsubj det
166	Shut up, idiot	வாயை மூடு, முட்டாள்	profanity	ADJ PROPN PRON	cop punct advmod	ADJ NOUN PROPN	advmod det compound
167	You are stupid	நீ முட்டாள்	profanity	PRON AUX ADJ	nsubj aux amod	PRON ADP	obj compound
168	You are stupid	நீ முட்டாள்	profanity	PRON AUX ADJ	nsubj aux amod	PRON PROPN	nsubj amod
169	This is a dumb move, got it?	இது முட்டாள்தனமான செயல்	profanity	DET AUX ADJ ADJ PART DET NOUN	det aux nsubj amod nsubj punct compound	VERB ADV ADP	root case nsubj
170	What a genius you are	நீ எவ்வளவு பெரிய புத்திசாலி	sarcasm	DET INTJ NOUN PRON AUX	advmod vocative root nsubj aux	PRON DET PROPN DET	nsubj case obj compound
171	Stop being so rude	இவ்வளவு முறைகேடாக இருக்காதே	profanity	NOUN ADV ADP NOUN	obj vocative obj det	ADV ADP NOUN	case det compound
172	Your work is excellent	உங்கள் வேலை சிறப்பாக உள்ளது	non_offensive	VERB PART AUX PRON	amod det aux det	PRON VERB ADP VERB	obj root case root
173	You are irrelevant here	இங்கே நீ பொருத்தமற்றவன்	disrespect_dismissive	PRON AUX ADJ ADV	nsubj aux amod advmod	DET PRON VERB	nsubj nsubj root
174	Listen, We will make you pay	நாங்கள் உன்னால் கட்டவைக்கிறோம்	threat	ADV PRON AUX VERB PRON VERB	det nsubj aux root nsubj root	PRON DET VERB	obj det root
175	Keep them away from us	அவர்களை எங்களிடமிருந்து விலக்கி வையுங்கள்	hate_speech	VERB DET NOUN AUX ADJ	root advmod case vocative advmod	ADP VERB NOUN NOUN	advmod nsubj amod compound
176	Nobody wants you here	இங்கே உன்னை யாரும் விரும்பவில்லை	harassment_bullying	NOUN VERB PRON ADV	compound det nsubj advmod	PART PRON VERB NOUN	advmod obj obj obj
177	Have a nice day	நல்ல நாள் இருக்கட்டும்	non_offensive	PRON PROPN ADP ADV	advmod root case case	ADJ PROPN VERB	advmod amod root
178	You always mess things up	நீ எப்போதும் விஷயங்களை கெடுப்பாய்	harassment_bullying	PRON ADV ADP ADV VERB	nsubj advmod punct obj cop	PRON VERB ADP ADV	nsubj obj amod nsubj
179	Stay out of this	இதிலிருந்து விலகி இரு	disrespect_dismissive	NOUN ADV VERB DET	cop nsubj compound det	VERB ADP ADV	obj amod amod
180	They are a problem for our society	அவர்கள் நமது சமூகத்திற்கு ஒரு பிரச்சினை	hate_speech	PRON AUX ADJ VERB VERB VERB NOUN	nsubj aux compound det compound punct compound	PRON VERB PROPN ADP PROPN	nsubj nsubj case det case
181	I like this idea	இந்த எண்ணம் எனக்கு பிடிக்கும்	non_offensive	PRON VERB DET ADP	nsubj root det cop	DET VERB ADV VERB	advmod nsubj amod root
182	This won't end well for you	இது உனக்குச் சரியாக முடிவதில்லை	threat	DET NOUN NOUN INTJ ADJ PRON	det compound punct obj nsubj nsubj	VERB PART ADJ ADV	root nsubj amod amod
183	You always mess things up	நீ எப்போதும் விஷயங்களை கெடுப்பாய்	harassment_bullying	PRON ADV DET VERB ADP	nsubj advmod punct vocative compound	PRON VERB PART ADJ	nsubj obj case nsubj
184	They are a problem for our society	அவர்கள் நமது சமூகத்திற்கு ஒரு பிரச்சினை	hate_speech	PRON AUX NOUN VERB AUX PART ADP	nsubj aux det case obj nsubj compound	PRON VERB ADV ADV ADP	nsubj root amod obj amod
185	We don't need your input	உன் கருத்து எங்களுக்கு தேவையில்லை	disrespect_dismissive	PRON PRON VERB PART INTJ	nsubj punct root punct punct	VERB VERB ADV NOUN	nsubj nsubj obj compound
186	People like them ruin everything	அவர்களைப் போன்றவர்கள் அனைத்தையும் கெடுப்பார்கள்	hate_speech	PRON VERB PRON VERB VERB	det root root root punct	PART PART VERB PROPN	compound compound nsubj nsubj
187	I like this idea	இந்த எண்ணம் எனக்கு பிடிக்கும்	non_offensive	PRON VERB DET AUX	nsubj root det det	ADV VERB ADV VERB	amod root advmod root
188	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON ADV VERB INTJ	nsubj compound root advmod	DET VERB VERB	case root root
189	You are irrelevant here, got it?	இங்கே நீ பொருத்தமற்றவன்	disrespect_dismissive	PRON AUX ADJ ADV PART ADV	nsubj aux amod advmod cop root	ADJ PRON VERB	case obj root
190	Their group is the worst	அவர்களின் குழு மிகவும் மோசமானது	hate_speech	DET AUX AUX ADJ ADJ	det obj aux compound amod	VERB ADP VERB VERB	obj case root root
191	What a genius you are	நீ எவ்வளவு பெரிய புத்திசாலி	sarcasm	AUX AUX DET PRON AUX	case nsubj compound nsubj aux	PRON ADV ADV NOUN	nsubj case nsubj compound
192	Shut up, idiot	வாயை மூடு, முட்டாள்	profanity	AUX ADJ PROPN	det compound obj	DET NOUN DET	compound nsubj nsubj
193	You are stupid, got it?	நீ முட்டாள்	profanity	PRON AUX ADJ VERB AUX	nsubj aux amod case advmod	PRON ADJ	obj obj
194	Please share the document	ஆவணத்தை பகிரவும்	non_offensive	INTJ VERB INTJ ADV	cop root case advmod	ADP VERB	nsubj root
195	Who asked you, got it?	யார் உன்னிடம் கேட்டார்கள்	disrespect_dismissive	ADV PRON PRON ADJ VERB	vocative obj nsubj advmod punct	NOUN VERB PART	amod nsubj det
196	Nobody wants you here	இங்கே உன்னை யாரும் விரும்பவில்லை	harassment_bullying	NOUN AUX PRON ADV	vocative nsubj nsubj advmod	NOUN PRON VERB ADV	amod nsubj root case
197	They are a problem for our society	அவர்கள் நமது சமூகத்திற்கு ஒரு பிரச்சினை	hate_speech	PRON AUX ADV PART PRON VERB INTJ	nsubj aux punct case cop case nsubj	PRON VERB DET NOUN ADJ	obj nsubj det amod nsubj
198	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON PART VERB INTJ	nsubj punct root obj	DET VERB VERB	nsubj root root
199	Shut up, idiot, got it?	வாயை மூடு, முட்டாள்	profanity	PROPN ADV ADJ ADV ADV	compound case punct root root	PART PART DET	det advmod det
200	They are a problem for our society	அவர்கள் நமது சமூகத்திற்கு ஒரு பிரச்சினை	hate_speech	PRON AUX PROPN VERB ADP ADJ ADV	nsubj aux vocative case compound root cop	PRON VERB ADP ADV NOUN	obj root amod case case
201	Fantastic job, totally flawless	அற்புத வேலை, முற்றிலும் குறையின்றி	sarcasm	ADJ ADP DET PRON	amod vocative vocative vocative	DET VERB VERB PART	advmod obj obj compound
202	Sure, that will definitely work 🙄	ஆமாம், அது கண்டிப்பாக வேலை செய்யும்	sarcasm	PRON DET AUX VERB ADJ PART	vocative det aux nsubj compound nsubj	VERB VERB PROPN VERB VERB	root obj nsubj root root
203	Keep them away from us	அவர்களை எங்களிடமிருந்து விலக்கி வையுங்கள்	hate_speech	VERB ADP DET ADP NOUN	root obj advmod nsubj case	PROPN VERB ADV PROPN	advmod root amod case
204	They are a problem for our society	அவர்கள் நமது சமூகத்திற்கு ஒரு பிரச்சினை	hate_speech	PRON AUX PART INTJ INTJ ADJ VERB	nsubj aux amod root cop amod obj	PRON VERB ADP NOUN NOUN	obj obj obj compound det
205	Sure, that will definitely work	ஆமாம், அது கண்டிப்பாக வேலை செய்யும்	sarcasm	INTJ DET AUX INTJ NOUN	obj det aux root amod	VERB VERB ADV VERB VERB	obj obj amod root root
206	Fantastic job, totally flawless	அற்புத வேலை, முற்றிலும் குறையின்றி	sarcasm	ADJ INTJ DET DET	amod nsubj det nsubj	PART VERB VERB DET	amod obj nsubj obj
207	This is a dumb move	இது முட்டாள்தனமான செயல்	profanity	DET AUX AUX ADJ INTJ	det aux cop amod punct	VERB ADP PART	root obj advmod
208	This is a dumb move, got it?	இது முட்டாள்தனமான செயல்	profanity	DET AUX NOUN ADJ ADV PRON ADP	det aux advmod amod nsubj amod punct	VERB ADV PROPN	nsubj advmod nsubj
209	This is a dumb move	இது முட்டாள்தனமான செயல்	profanity	DET AUX NOUN ADJ PRON	det aux compound amod case	VERB PART ADV	nsubj obj obj
210	Stay out of this	இதிலிருந்து விலகி இரு	disrespect_dismissive	PRON ADJ INTJ DET	advmod compound compound det	VERB ADJ ADJ	obj advmod compound
211	You are stupid	நீ முட்டாள்	profanity	PRON AUX ADJ	nsubj aux amod	PRON PART	obj det
212	You are stupid, got it?	நீ முட்டாள்	profanity	PRON AUX ADJ PRON VERB	nsubj aux amod punct root	PRON PROPN	obj case
213	They are a problem for our society	அவர்கள் நமது சமூகத்திற்கு ஒரு பிரச்சினை	hate_speech	PRON AUX PRON PRON NOUN AUX PRON	nsubj aux case det case amod compound	PRON VERB ADV ADP DET	nsubj root advmod det compound
214	Your work is excellent	உங்கள் வேலை சிறப்பாக உள்ளது	non_offensive	INTJ INTJ AUX DET	cop punct aux nsubj	PRON VERB PART VERB	nsubj nsubj obj root
215	Have a nice day	நல்ல நாள் இருக்கட்டும்	non_offensive	DET PROPN AUX PART	case obj cop punct	PROPN ADP VERB	amod nsubj root
216	You are stupid	நீ முட்டாள்	profanity	PRON AUX ADJ	nsubj aux amod	PRON ADP	obj advmod
217	Everyone knows you are useless	நீ பயனற்றவன் என்று அனைவரும் அறிவார்கள்	harassment_bullying	PART ADV PRON AUX ADJ	cop vocative nsubj aux amod	PRON VERB DET VERB VERB	obj root advmod obj root
218	I like this idea	இந்த எண்ணம் எனக்கு பிடிக்கும்	non_offensive	PRON VERB DET PART	nsubj root det case	ADP VERB ADP VERB	det obj advmod root
219	Lovely, exactly what we needed	சூப்பர், நமக்குத் தேவைப்பட்டதே	sarcasm	ADJ ADV INTJ PRON AUX	amod advmod obj nsubj amod	ADJ PART ADP	case det case
220	Shut up, idiot	வாயை மூடு, முட்டாள்	profanity	ADP ADV DET	punct punct nsubj	PROPN ADV DET	advmod compound amod
221	Your work is excellent	உங்கள் வேலை சிறப்பாக உள்ளது	non_offensive	AUX PRON AUX PROPN	det case aux nsubj	PRON VERB DET VERB	nsubj nsubj nsubj root
222	They are a problem for our society	அவர்கள் நமது சமூகத்திற்கு ஒரு பிரச்சினை	hate_speech	PRON AUX INTJ DET VERB VERB ADV	nsubj aux compound compound nsubj punct compound	PRON VERB PROPN ADV DET	nsubj obj det det amod
223	Your work is excellent	உங்கள் வேலை சிறப்பாக உள்ளது	non_offensive	DET VERB AUX PROPN	vocative obj aux nsubj	PRON VERB PART VERB	obj obj det root
224	We don't need your input	உன் கருத்து எங்களுக்கு தேவையில்லை	disrespect_dismissive	PRON PRON VERB PRON ADP	nsubj obj root amod root	VERB VERB PROPN DET	nsubj obj obj case
